(+ve word count) ,(-ve word count),(overall polarity),(times change in pol),(largest + cont),(largest - cont),(capital letters),(punctuation)
1,0,1,0,1,0,3,2
0,2,-2,0,0,2,12,2
1,0,1,0,1,0,1,0
2,0,3,0,2,0,1,0
0,1,-1,0,0,1,1,0
1,0,2,0,1,0,8,0
1,0,2,0,1,0,8,2
3,2,1,2,3,1,16,1
1,0,1,0,1,0,0,3
1,0,1,0,1,0,4,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,0
2,1,0,1,2,1,0,0
0,0,0,0,0,0,1,0
0,1,-2,0,0,1,10,0
1,1,0,1,1,1,20,4
0,2,-2,0,0,2,6,0
2,1,2,2,1,1,10,3
0,1,-1,0,0,1,3,0
0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0
1,0,3,0,1,0,5,0
0,0,0,0,0,0,0,0
2,1,0,1,2,1,1,0
1,1,0,1,1,1,5,2
0,0,0,0,0,0,1,2
2,1,4,1,2,1,8,0
1,0,2,0,1,0,4,2
0,0,0,0,0,0,10,0
1,0,1,0,1,0,1,0
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,3,0
2,1,1,2,1,1,2,4
1,1,0,1,1,1,0,1
1,1,1,1,1,1,2,1
0,0,0,0,0,0,1,0
1,3,-3,1,1,3,2,0
1,0,1,0,1,0,13,0
3,0,4,0,3,0,8,2
0,0,0,0,0,0,13,2
0,0,0,0,0,0,1,0
1,0,1,0,1,0,5,3
1,0,2,0,1,0,1,0
1,0,2,0,1,0,6,0
0,1,-1,0,0,1,5,3
1,1,0,1,1,1,8,0
1,0,1,0,1,0,4,1
0,1,-1,0,0,1,23,2
1,0,1,0,1,0,4,3
1,1,0,1,1,1,0,0
0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0
1,1,0,1,1,1,2,1
0,0,0,0,0,0,5,4
0,0,0,0,0,0,1,0
2,1,0,2,1,1,2,0
1,1,1,1,1,1,4,0
0,1,-1,0,0,1,0,4
0,0,0,0,0,0,4,1
0,0,0,0,0,0,2,0
4,0,4,0,4,0,12,0
1,1,0,1,1,1,11,1
1,0,1,0,1,0,8,0
2,1,0,1,2,1,6,0
1,0,1,0,1,0,8,1
2,1,1,1,2,1,3,0
2,0,3,0,2,0,1,3
0,1,-1,0,0,1,6,1
0,1,-2,0,0,1,0,0
0,1,-2,0,0,1,3,2
0,0,0,0,0,0,6,1
1,0,2,0,1,0,0,0
0,1,-1,0,0,1,2,1
1,0,1,0,1,0,6,0
1,0,1,0,1,0,6,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,2,0
1,0,2,0,1,0,13,1
1,0,1,0,1,0,6,2
0,1,-1,0,0,1,7,1
1,0,1,0,1,0,1,0
1,3,-4,2,1,2,8,0
0,1,-1,0,0,1,3,2
1,1,0,1,1,1,5,1
0,3,-5,0,0,3,4,1
2,1,1,1,2,1,5,0
1,1,0,1,1,1,1,0
2,0,3,0,2,0,0,2
2,0,3,0,2,0,13,2
0,1,-1,0,0,1,14,1
2,1,0,1,2,1,4,0
0,0,0,0,0,0,2,0
1,0,1,0,1,0,12,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0
0,3,-6,0,0,3,14,5
0,0,0,0,0,0,2,0
0,1,-2,0,0,1,6,0
2,1,2,1,2,1,1,0
0,0,0,0,0,0,5,4
3,3,0,3,2,2,5,3
1,0,1,0,1,0,6,0
1,0,2,0,1,0,5,1
0,0,0,0,0,0,1,1
0,0,0,0,0,0,15,0
0,3,-5,0,0,3,1,0
1,0,1,0,1,0,12,0
0,0,0,0,0,0,1,2
0,2,-3,0,0,2,8,1
0,1,-1,0,0,1,1,1
0,1,-1,0,0,1,3,0
2,1,3,2,1,1,6,2
0,0,0,0,0,0,2,1
1,1,-1,1,1,1,1,0
1,0,2,0,1,0,3,1
1,2,-1,1,1,2,11,1
0,0,0,0,0,0,2,0
1,0,1,0,1,0,0,2
1,0,1,0,1,0,2,2
0,1,-1,0,0,1,1,0
0,0,0,0,0,0,1,0
1,1,0,1,1,1,0,0
0,0,0,0,0,0,3,0
0,1,-3,0,0,1,5,1
1,0,2,0,1,0,5,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,1,2
0,0,0,0,0,0,13,1
1,2,0,1,1,2,0,1
0,0,0,0,0,0,2,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,29,0
2,0,2,0,2,0,7,0
1,2,-4,1,1,2,6,0
0,1,-1,0,0,1,8,2
2,0,2,0,2,0,4,1
2,0,2,0,2,0,1,0
0,0,0,0,0,0,6,3
1,0,1,0,1,0,0,0
1,0,1,0,1,0,10,3
0,0,0,0,0,0,1,0
3,0,6,0,3,0,0,0
0,1,-2,0,0,1,13,0
0,1,-2,0,0,1,1,0
1,0,2,0,1,0,9,1
0,0,0,0,0,0,2,1
0,1,-1,0,0,1,1,0
0,1,-3,0,0,1,3,2
1,1,0,1,1,1,6,0
1,2,-1,1,1,2,2,0
1,2,-1,1,1,2,2,2
1,2,-4,2,1,1,11,2
1,0,1,0,1,0,0,0
1,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0
1,1,2,1,1,1,4,0
1,0,1,0,1,0,1,3
1,0,1,0,1,0,5,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,4,0
1,0,1,0,1,0,3,1
0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,1
0,1,-1,0,0,1,5,1
2,2,-1,1,2,2,2,0
2,0,2,0,2,0,2,0
0,1,-1,0,0,1,8,1
0,0,0,0,0,0,2,0
1,1,-2,1,1,1,1,1
1,1,0,1,1,1,3,1
0,1,-2,0,0,1,3,1
1,1,-1,1,1,1,0,0
1,0,1,0,1,0,7,0
0,0,0,0,0,0,1,2
0,1,-1,0,0,1,2,0
0,0,0,0,0,0,0,1
0,1,-2,0,0,1,11,0
0,0,0,0,0,0,1,0
3,0,3,0,3,0,1,0
1,0,1,0,1,0,6,0
0,0,0,0,0,0,1,0
2,0,2,0,2,0,2,1
0,1,-1,0,0,1,2,1
0,0,0,0,0,0,4,1
0,1,-1,0,0,1,2,1
3,1,2,2,2,1,6,0
1,1,0,1,1,1,5,0
0,0,0,0,0,0,3,0
0,4,-7,0,0,4,5,0
0,0,0,0,0,0,7,0
2,0,2,0,2,0,6,0
1,1,0,1,1,1,1,0
2,0,2,0,2,0,4,0
0,0,0,0,0,0,2,0
2,1,1,1,2,1,3,0
0,1,-2,0,0,1,0,0
1,0,2,0,1,0,7,2
1,0,1,0,1,0,2,0
0,1,-1,0,0,1,4,4
1,0,2,0,1,0,1,0
1,0,2,0,1,0,1,2
0,0,0,0,0,0,1,0
2,0,2,0,2,0,5,0
1,0,1,0,1,0,2,0
1,1,-2,1,1,1,2,1
1,1,0,1,1,1,3,0
1,0,1,0,1,0,3,0
0,0,0,0,0,0,2,0
1,0,2,0,1,0,3,0
0,1,-2,0,0,1,6,1
0,0,0,0,0,0,0,0
0,1,-1,0,0,1,1,1
1,0,2,0,1,0,15,1
0,1,-2,0,0,1,3,0
1,0,1,0,1,0,8,1
2,0,4,0,2,0,1,0
0,0,0,0,0,0,4,1
1,2,-2,1,1,2,1,0
1,0,2,0,1,0,12,3
2,0,3,0,2,0,80,0
1,0,2,0,1,0,5,0
1,0,1,0,1,0,1,0
2,0,3,0,2,0,13,2
0,0,0,0,0,0,9,2
0,0,0,0,0,0,2,1
1,1,0,1,1,1,4,0
1,0,1,0,1,0,8,0
1,0,1,0,1,0,0,3
0,0,0,0,0,0,3,0
0,1,-1,0,0,1,2,9
0,0,0,0,0,0,5,2
1,0,1,0,1,0,7,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,18,0
1,0,2,0,1,0,9,4
1,1,0,1,1,1,9,1
1,0,1,0,1,0,1,0
1,0,1,0,1,0,4,0
2,1,2,1,2,1,5,1
0,0,0,0,0,0,0,0
1,0,1,0,1,0,3,0
0,0,0,0,0,0,5,9
1,0,1,0,1,0,0,1
1,0,2,0,1,0,2,0
1,0,1,0,1,0,5,1
0,1,-2,0,0,1,1,0
0,0,0,0,0,0,3,0
2,4,-2,2,1,4,29,0
0,1,-1,0,0,1,1,0
0,1,-1,0,0,1,5,3
1,0,1,0,1,0,8,0
1,1,-2,1,1,1,5,5
1,0,2,0,1,0,1,1
0,0,0,0,0,0,14,0
1,0,1,0,1,0,4,0
0,1,-1,0,0,1,6,0
0,1,-2,0,0,1,37,1
0,0,0,0,0,0,1,0
0,0,0,0,0,0,14,3
0,0,0,0,0,0,6,1
1,0,1,0,1,0,2,0
0,0,0,0,0,0,2,0
1,1,1,1,1,1,3,0
0,0,0,0,0,0,3,3
1,0,2,0,1,0,6,1
1,0,1,0,1,0,3,0
0,1,-2,0,0,1,1,4
0,0,0,0,0,0,3,0
2,2,-2,2,1,2,6,1
0,0,0,0,0,0,8,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,2,2
2,0,3,0,2,0,1,0
0,1,-1,0,0,1,2,2
1,1,-1,1,1,1,19,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,25,2
0,0,0,0,0,0,3,0
0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,0
0,1,-1,0,0,1,62,2
1,0,1,0,1,0,3,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,5,1
1,1,0,1,1,1,3,0
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,10,6
1,0,2,0,1,0,7,0
1,1,0,1,1,1,3,2
0,0,0,0,0,0,3,4
0,0,0,0,0,0,12,6
0,1,-1,0,0,1,4,0
2,0,3,0,2,0,6,0
0,0,0,0,0,0,6,0
1,0,1,0,1,0,6,0
1,0,1,0,1,0,2,2
1,0,1,0,1,0,1,0
1,1,0,1,1,1,3,0
0,1,-1,0,0,1,5,0
1,0,2,0,1,0,22,2
1,0,2,0,1,0,3,1
0,1,-1,0,0,1,11,3
0,0,0,0,0,0,2,1
3,1,1,1,3,1,1,0
0,4,-8,0,0,4,4,3
1,0,1,0,1,0,0,0
1,0,2,0,1,0,4,0
0,0,0,0,0,0,4,1
1,0,1,0,1,0,1,3
0,1,-2,0,0,1,5,8
1,0,1,0,1,0,2,0
0,0,0,0,0,0,4,0
1,1,-1,1,1,1,1,1
1,0,1,0,1,0,3,0
2,0,3,0,2,0,2,2
1,0,1,0,1,0,6,2
0,0,0,0,0,0,3,0
1,0,1,0,1,0,15,1
0,1,-1,0,0,1,2,0
1,0,2,0,1,0,1,1
1,0,1,0,1,0,6,0
1,1,0,1,1,1,7,0
3,0,4,0,3,0,8,2
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,3,0
1,4,-3,1,1,4,6,0
3,0,5,0,3,0,10,1
1,0,1,0,1,0,4,1
0,1,-1,0,0,1,1,0
1,1,1,1,1,1,7,3
1,1,0,1,1,1,2,2
1,0,2,0,1,0,0,0
0,1,-1,0,0,1,7,2
0,1,-2,0,0,1,1,0
0,3,-4,0,0,3,6,2
0,0,0,0,0,0,38,1
0,0,0,0,0,0,4,11
0,0,0,0,0,0,2,2
0,0,0,0,0,0,2,0
2,0,4,0,2,0,2,1
1,2,-1,1,1,2,10,0
0,1,-1,0,0,1,4,0
0,1,-1,0,0,1,2,0
1,0,1,0,1,0,2,5
0,1,-1,0,0,1,1,2
1,0,1,0,1,0,4,1
1,0,1,0,1,0,12,1
0,0,0,0,0,0,2,0
2,0,3,0,2,0,4,0
3,0,4,0,3,0,4,0
1,2,-5,1,1,2,7,3
1,0,2,0,1,0,2,4
0,1,-1,0,0,1,1,1
2,0,2,0,2,0,6,0
0,0,0,0,0,0,2,0
1,1,-1,1,1,1,11,0
1,0,1,0,1,0,3,3
2,0,2,0,2,0,8,1
2,0,2,0,2,0,7,2
0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,2
2,3,0,1,2,3,5,0
0,1,-1,0,0,1,3,0
0,1,-2,0,0,1,9,0
1,0,1,0,1,0,3,2
1,0,2,0,1,0,6,1
0,0,0,0,0,0,2,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,6,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,4,2
1,0,1,0,1,0,2,1
1,0,2,0,1,0,2,2
1,1,0,1,1,1,4,2
0,0,0,0,0,0,1,1
1,0,1,0,1,0,0,0
1,0,2,0,1,0,1,5
2,0,2,0,2,0,2,1
0,0,0,0,0,0,1,2
0,0,0,0,0,0,5,0
2,1,0,1,2,1,4,2
1,1,0,1,1,1,1,0
1,0,1,0,1,0,1,0
2,0,3,0,2,0,8,2
1,1,0,1,1,1,2,0
0,0,0,0,0,0,0,1
0,1,-1,0,0,1,4,2
0,2,-2,0,0,2,4,0
0,1,-1,0,0,1,0,1
1,1,0,1,1,1,2,0
0,0,0,0,0,0,4,2
1,0,2,0,1,0,3,1
0,1,-3,0,0,1,7,0
1,0,1,0,1,0,1,0
0,1,-2,0,0,1,4,1
1,0,1,0,1,0,1,0
1,0,1,0,1,0,2,2
0,0,0,0,0,0,15,0
0,0,0,0,0,0,6,1
1,0,2,0,1,0,3,1
1,0,2,0,1,0,1,0
0,1,-2,0,0,1,0,0
1,0,2,0,1,0,1,0
0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0
0,1,-1,0,0,1,1,1
0,0,0,0,0,0,1,3
0,3,-3,0,0,3,3,0
2,0,2,0,2,0,6,0
0,2,-2,0,0,2,1,0
2,0,2,0,2,0,3,0
1,0,2,0,1,0,3,0
2,1,0,1,2,1,1,0
0,1,-3,0,0,1,1,0
0,0,0,0,0,0,13,2
1,0,1,0,1,0,5,0
0,0,0,0,0,0,7,0
1,6,-4,1,1,6,2,3
0,1,-1,0,0,1,1,0
1,1,1,1,1,1,2,0
1,0,2,0,1,0,3,4
0,1,-1,0,0,1,0,0
1,2,-3,1,1,2,1,0
1,1,0,1,1,1,7,0
0,2,-3,0,0,2,10,4
0,1,-2,0,0,1,10,0
0,0,0,0,0,0,15,0
1,1,-1,1,1,1,8,2
1,0,1,0,1,0,4,0
2,0,3,0,2,0,7,2
0,0,0,0,0,0,2,2
0,1,-1,0,0,1,6,0
1,0,3,0,1,0,2,0
1,0,2,0,1,0,8,0
1,0,2,0,1,0,2,0
2,3,-2,3,1,2,9,0
1,0,1,0,1,0,1,0
1,0,1,0,1,0,0,0
0,0,0,0,0,0,2,3
0,0,0,0,0,0,2,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,5,2
1,3,-2,1,1,3,5,0
0,0,0,0,0,0,13,0
1,0,1,0,1,0,1,1
1,0,1,0,1,0,5,2
0,0,0,0,0,0,6,0
0,0,0,0,0,0,5,1
0,0,0,0,0,0,5,1
0,0,0,0,0,0,3,2
1,0,1,0,1,0,1,1
1,2,-1,2,1,1,2,1
0,0,0,0,0,0,2,0
1,0,1,0,1,0,1,1
0,0,0,0,0,0,4,0
0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,0
1,0,1,0,1,0,1,0
0,3,-3,0,0,3,23,0
0,2,-2,0,0,2,3,0
2,0,2,0,2,0,1,1
2,1,1,1,2,1,3,2
1,0,2,0,1,0,1,4
0,0,0,0,0,0,4,0
1,0,2,0,1,0,8,0
0,0,0,0,0,0,4,1
0,1,-2,0,0,1,4,0
0,0,0,0,0,0,7,1
0,2,-2,0,0,2,6,0
2,0,3,0,2,0,7,0
2,2,-3,3,1,1,4,0
1,0,1,0,1,0,3,4
0,1,-3,0,0,1,7,1
2,0,4,0,2,0,1,1
0,1,-3,0,0,1,1,0
1,1,0,1,1,1,1,0
1,0,1,0,1,0,13,0
0,1,-2,0,0,1,4,3
0,0,0,0,0,0,17,2
0,0,0,0,0,0,4,1
0,0,0,0,0,0,9,9
0,0,0,0,0,0,1,0
0,1,-1,0,0,1,4,3
0,0,0,0,0,0,8,0
0,1,-3,0,0,1,6,2
2,2,0,2,1,2,1,1
0,1,-1,0,0,1,22,1
2,2,0,2,1,2,14,5
1,0,2,0,1,0,6,2
1,1,1,1,1,1,11,0
1,0,2,0,1,0,1,0
0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0
0,0,0,0,0,0,0,1
1,0,2,0,1,0,2,4
1,2,-4,1,1,2,6,0
0,0,0,0,0,0,2,2
0,1,-1,0,0,1,1,2
1,0,1,0,1,0,12,0
0,1,-2,0,0,1,5,0
0,0,0,0,0,0,2,1
0,0,0,0,0,0,1,2
3,0,3,0,3,0,9,0
1,1,0,1,1,1,3,0
2,0,2,0,2,0,9,1
0,1,-3,0,0,1,4,1
0,0,0,0,0,0,2,0
2,0,3,0,2,0,32,0
0,1,-3,0,0,1,2,1
0,2,-3,0,0,2,2,0
2,0,3,0,2,0,2,2
1,0,2,0,1,0,3,0
1,0,1,0,1,0,3,2
1,0,1,0,1,0,7,0
2,0,3,0,2,0,80,0
2,0,4,0,2,0,8,0
0,0,0,0,0,0,1,0
1,1,0,1,1,1,4,0
2,1,0,2,1,1,3,0
1,0,1,0,1,0,7,5
1,1,1,1,1,1,1,0
2,0,2,0,2,0,3,2
1,1,0,1,1,1,2,0
1,1,1,1,1,1,0,1
1,0,1,0,1,0,1,0
1,1,0,1,1,1,3,0
0,2,-3,0,0,2,2,0
1,0,2,0,1,0,2,1
0,1,-1,0,0,1,1,0
2,1,1,2,1,1,7,0
2,0,2,0,2,0,1,0
0,1,-1,0,0,1,8,0
0,1,-1,0,0,1,1,0
0,1,-2,0,0,1,0,2
0,2,-3,0,0,2,2,0
1,1,0,1,1,1,4,1
1,0,1,0,1,0,1,0
0,1,-1,0,0,1,1,0
1,0,2,0,1,0,0,4
0,3,-5,0,0,3,3,1
0,1,-1,0,0,1,1,0
1,0,1,0,1,0,0,0
1,1,0,1,1,1,7,2
1,0,2,0,1,0,9,1
0,1,-1,0,0,1,2,0
0,0,0,0,0,0,1,1
1,0,2,0,1,0,4,5
0,0,0,0,0,0,4,11
0,1,-1,0,0,1,1,2
0,1,-1,0,0,1,3,1
0,1,-1,0,0,1,0,0
1,0,1,0,1,0,2,3
1,0,1,0,1,0,8,1
0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,1,1
0,0,0,0,0,0,12,3
1,0,2,0,1,0,3,4
0,0,0,0,0,0,5,3
0,1,-3,0,0,1,5,1
1,0,1,0,1,0,7,1
1,0,1,0,1,0,14,0
0,0,0,0,0,0,6,2
0,0,0,0,0,0,5,0
1,1,0,1,1,1,2,0
0,0,0,0,0,0,0,3
2,0,4,0,2,0,5,0
1,0,1,0,1,0,8,1
2,0,3,0,2,0,31,0
1,0,1,0,1,0,0,0
1,0,1,0,1,0,2,0
1,1,0,1,1,1,3,0
0,0,0,0,0,0,2,0
0,2,-2,0,0,2,7,1
0,3,-6,0,0,3,9,0
0,2,-3,0,0,2,11,2
0,0,0,0,0,0,0,1
0,2,-3,0,0,2,4,0
1,0,2,0,1,0,0,0
2,0,3,0,2,0,3,1
0,2,-2,0,0,2,4,0
0,1,-2,0,0,1,4,0
1,0,2,0,1,0,0,0
1,0,1,0,1,0,0,3
1,0,2,0,1,0,2,0
1,0,2,0,1,0,4,0
1,1,1,1,1,1,2,0
2,0,3,0,2,0,4,0
0,2,-4,0,0,2,5,0
1,2,-1,1,1,2,12,0
2,0,2,0,2,0,2,1
1,0,1,0,1,0,3,4
0,0,0,0,0,0,9,2
3,0,4,0,3,0,3,0
0,0,0,0,0,0,0,0
0,4,-6,0,0,4,9,3
0,1,-1,0,0,1,4,0
0,1,-3,0,0,1,0,2
1,0,1,0,1,0,10,2
1,0,2,0,1,0,14,1
0,0,0,0,0,0,2,0
0,2,-3,0,0,2,2,1
1,0,1,0,1,0,3,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,2,0
0,2,-5,0,0,2,8,1
0,0,0,0,0,0,3,0
1,0,2,0,1,0,2,2
1,1,0,1,1,1,85,3
2,2,0,1,2,2,8,0
1,0,2,0,1,0,4,0
0,1,-1,0,0,1,6,2
0,0,0,0,0,0,3,0
2,1,2,1,2,1,10,1
0,1,-1,0,0,1,10,0
3,0,4,0,3,0,1,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0
2,1,1,2,1,1,7,0
1,0,1,0,1,0,7,3
0,0,0,0,0,0,3,2
1,0,1,0,1,0,3,2
0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,1
0,2,-2,0,0,2,9,0
0,1,-2,0,0,1,3,0
0,0,0,0,0,0,3,2
0,0,0,0,0,0,7,0
0,2,-3,0,0,2,1,0
1,1,-2,1,1,1,5,0
0,2,-3,0,0,2,3,0
1,0,2,0,1,0,3,0
1,1,1,1,1,1,5,0
2,0,3,0,2,0,1,2
0,0,0,0,0,0,0,1
0,2,-6,0,0,2,6,1
1,0,1,0,1,0,4,0
0,1,-2,0,0,1,6,3
1,1,0,1,1,1,4,0
1,0,1,0,1,0,0,0
0,2,-4,0,0,2,1,6
1,0,2,0,1,0,2,0
1,0,1,0,1,0,1,0
3,0,5,0,3,0,1,0
0,0,0,0,0,0,5,5
1,0,1,0,1,0,3,3
0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0
1,0,2,0,1,0,6,1
1,0,2,0,1,0,2,0
0,0,0,0,0,0,3,1
0,2,-3,0,0,2,10,0
1,2,-2,2,1,1,11,0
0,2,-4,0,0,2,3,2
2,0,3,0,2,0,29,0
0,1,-1,0,0,1,8,0
0,0,0,0,0,0,11,1
1,1,-1,1,1,1,7,0
1,0,2,0,1,0,6,0
2,0,2,0,2,0,12,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,1,1
1,1,1,1,1,1,1,2
1,0,1,0,1,0,10,4
0,0,0,0,0,0,5,0
1,1,0,1,1,1,8,0
1,2,-1,1,1,2,9,0
1,0,2,0,1,0,6,1
0,1,-1,0,0,1,0,2
0,1,-1,0,0,1,1,4
0,0,0,0,0,0,1,1
1,0,2,0,1,0,4,0
4,0,6,0,4,0,7,4
1,0,1,0,1,0,5,0
1,0,2,0,1,0,10,0
0,0,0,0,0,0,3,1
0,0,0,0,0,0,1,0
1,0,1,0,1,0,4,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,2,4
1,0,1,0,1,0,1,2
0,4,-4,0,0,4,8,3
0,0,0,0,0,0,2,2
0,0,0,0,0,0,1,2
1,0,1,0,1,0,5,1
3,0,3,0,3,0,10,0
0,1,-2,0,0,1,5,4
0,1,-1,0,0,1,6,2
1,1,0,1,1,1,3,1
1,1,-2,1,1,1,9,1
1,0,1,0,1,0,2,0
0,1,-1,0,0,1,2,2
2,0,3,0,2,0,2,2
0,1,-1,0,0,1,7,0
1,1,1,1,1,1,5,0
0,1,-1,0,0,1,9,0
1,0,2,0,1,0,1,0
3,0,4,0,3,0,6,0
0,0,0,0,0,0,1,2
1,0,1,0,1,0,2,4
0,0,0,0,0,0,1,0
0,2,-2,0,0,2,7,7
1,0,1,0,1,0,0,2
0,0,0,0,0,0,1,0
1,0,1,0,1,0,5,0
0,2,-3,0,0,2,2,1
1,0,1,0,1,0,4,1
0,0,0,0,0,0,7,1
1,1,-1,1,1,1,10,0
1,0,2,0,1,0,6,0
0,0,0,0,0,0,0,0
1,0,1,0,1,0,4,0
1,0,1,0,1,0,11,1
0,1,-1,0,0,1,2,4
1,0,2,0,1,0,1,0
1,0,2,0,1,0,16,0
1,0,1,0,1,0,6,1
2,0,3,0,2,0,1,0
0,1,-1,0,0,1,1,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,23,6
1,0,1,0,1,0,2,2
1,1,-1,1,1,1,15,0
2,0,2,0,2,0,1,0
0,1,-1,0,0,1,3,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,5,0
1,1,-1,1,1,1,10,2
0,0,0,0,0,0,2,4
0,0,0,0,0,0,5,2
0,2,-3,0,0,2,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,38,6
0,1,-1,0,0,1,2,1
0,0,0,0,0,0,1,0
1,1,2,1,1,1,2,0
1,1,-1,1,1,1,1,0
0,1,-2,0,0,1,1,0
1,0,2,0,1,0,5,1
0,0,0,0,0,0,3,0
0,1,-1,0,0,1,0,1
1,1,1,1,1,1,1,0
1,0,2,0,1,0,12,2
0,0,0,0,0,0,4,1
0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,3
0,0,0,0,0,0,9,0
1,0,1,0,1,0,0,0
1,1,0,1,1,1,3,0
1,0,1,0,1,0,3,1
0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0
0,2,-2,0,0,2,2,0
1,0,1,0,1,0,2,1
0,0,0,0,0,0,4,0
0,0,0,0,0,0,3,0
1,0,2,0,1,0,1,0
0,2,-2,0,0,2,2,0
1,0,2,0,1,0,2,0
0,2,-2,0,0,2,0,0
0,0,0,0,0,0,2,1
2,0,2,0,2,0,8,0
2,0,3,0,2,0,1,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,1,0
0,2,-4,0,0,2,7,0
2,0,4,0,2,0,3,0
0,0,0,0,0,0,2,3
1,0,1,0,1,0,5,2
1,0,1,0,1,0,2,0
0,1,-1,0,0,1,2,1
0,1,-1,0,0,1,8,1
1,0,1,0,1,0,8,0
0,1,-1,0,0,1,11,0
1,0,2,0,1,0,9,1
0,0,0,0,0,0,1,1
3,0,4,0,3,0,5,1
0,0,0,0,0,0,3,3
0,0,0,0,0,0,3,2
0,0,0,0,0,0,4,1
0,2,-3,0,0,2,4,3
3,0,4,0,3,0,11,1
1,0,2,0,1,0,1,1
3,1,3,1,3,1,2,2
1,1,0,1,1,1,2,2
1,0,2,0,1,0,9,2
0,1,-2,0,0,1,0,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,3,0
2,0,3,0,2,0,2,2
1,0,1,0,1,0,11,0
2,0,3,0,2,0,0,0
1,0,1,0,1,0,9,4
0,0,0,0,0,0,3,1
1,0,2,0,1,0,1,0
1,0,2,0,1,0,10,1
0,0,0,0,0,0,4,2
1,0,2,0,1,0,1,0
0,5,-7,0,0,5,9,0
0,1,-1,0,0,1,5,2
0,0,0,0,0,0,1,2
1,0,1,0,1,0,5,0
0,0,0,0,0,0,3,0
0,1,-1,0,0,1,6,0
0,0,0,0,0,0,5,2
1,1,1,1,1,1,4,0
1,0,1,0,1,0,1,0
1,0,1,0,1,0,1,1
0,0,0,0,0,0,5,3
1,1,0,1,1,1,76,0
0,0,0,0,0,0,10,10
1,0,1,0,1,0,4,1
1,4,-7,1,1,4,2,0
1,1,0,1,1,1,2,0
1,0,2,0,1,0,4,1
0,1,-2,0,0,1,0,0
1,0,1,0,1,0,15,1
0,0,0,0,0,0,4,0
1,0,1,0,1,0,4,1
1,1,0,1,1,1,9,4
1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0
2,1,2,1,2,1,6,2
0,1,-1,0,0,1,11,0
1,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0
2,0,3,0,2,0,11,1
0,1,-1,0,0,1,7,0
1,0,1,0,1,0,5,0
0,1,-1,0,0,1,7,8
1,0,2,0,1,0,5,1
1,0,2,0,1,0,4,2
0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,0,0
1,1,0,1,1,1,3,2
0,1,-2,0,0,1,7,0
0,0,0,0,0,0,0,0
1,0,2,0,1,0,5,0
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,1,0
1,0,1,0,1,0,2,0
0,0,0,0,0,0,6,2
0,1,-3,0,0,1,13,4
0,0,0,0,0,0,1,1
0,1,-1,0,0,1,4,2
0,1,-2,0,0,1,6,0
1,0,1,0,1,0,4,1
0,1,-1,0,0,1,1,0
0,0,0,0,0,0,12,0
0,2,-4,0,0,2,1,0
1,0,2,0,1,0,2,0
0,0,0,0,0,0,21,0
